ulasan_clean,sentimen,,,,,,
kenpa semakin sering diperbarui semakin rusak handphone saya yang awal nya tidak nge frame sekarang ngeframe macet bukan di tidak handphone saya saja di handphone teman saya juga begitu tolong di perbaikan ini mah semakin di diperbarui semakin mengecewakan,positif,,,,,,
sangat cocok bagi anda yang mau merasakan sensasi memainkan game ini cocok untuk didownload saya sarankan,negatif,,,,,,
bagus cuma meresahkan banget saya lagi main parkur saya tidak tekan tombol lari bahkan lari tidak jelas sudah mending hapus saja game gagal,negatif,,,,,,
game ini sebenarnya bagus tapi sedikit ngeleg terkadang lagi lawan musuh tiba macet terus suka keluar sendiri apalagi kalau diperbarui pasti makin ngeleg jadi tolong kedepannya di perbaiki tapi maaf aku kasih bintang tiga ya,positif,,,,,,
bagus banget bikin pengen main terus setiap hari,netral,,,,,,
tolong buat kedepannya jangan ada lagi gangguan jaringan contohny lagi dalam game setiap ketemu musuh jaringanny selalu naik jelek tapi pas mati nonton teman pasti bagus tuh jaringan,negatif,,,,,,
ff makin rusak mohon garena perbaikan saya nembak musuh tetapi tidak mati sampai demage saya tapi musuhnya tidak mati bukan karena jaringan tetapi gangguan demage,negatif,,,,,,
game tidak memuaskan karena kita mines nya gampang sekali tapi kita kil di mode rengk estek cuman naik dua pulu bagaimana sih garena tidak jelas kalin,positif,,,,,,
gara diperbarui ff nya jadi sering nge lagi sendiri apalagi saat main rank suka lambat tidak jelas,negatif,,,,,,
permainan ini seru tapi saat ada event baru renk nya suka turun sendiri,netral,,,,,,
tolong untuk devoloper game nya di benerin jangan cuma diperbarui nya saja yang meriah tapi masih banyak gangguan terutama gangguan damage padahal aim sudah mengenai kepala kenapa tidak mati pas di lihat darah masih penuh tolong dong gangguan nya di benerin jangan cuma diperbarui nya saja,netral,,,,,,
ff bagus banget grafik bagus pokoknya mantap sudah,positif,,,,,,
game nya bagus banget walaupun saya cewe tapi saya suka sama gamenya baru unduh akan aku langsung main lama aku booyah terus jadi sudah level sekian teri terima kasih,positif,,,,,,
ff jelek masa gaca butuh lebih yang ter akhir susah sumpah garena tidak mikirin yang nabung buat top apa mau gaca yang dia mau eh tapi tidak dapat sumpah saya muak sama garena semoga di balas,negatif,,,,,,
makin diperbarui makin berat bahkan sinyal pun tidak kuat buat tanggung nya,negatif,,,,,,
gjls semenjak diperbarui sinyal rusak padahal wifi lancar damage delay,negatif,,,,,,
gem nya bagus tapi kolo kita ingin dolnot gem lain harus hapus gem ini,negatif,,,,,,
game sudah bagus tapi reload nya bikin lama,netral,,,,,,
tolong peak old dikembalikan saya kangen karena waktu itu ramai banyak trend ff lagi tolong garena,netral,,,,,,
oi bnerinlah masa saya login tidak bisa jaringan mandahal oke,positif,,,,,,
aku suka permainan ini karena bisa mabar dan lain,positif,,,,,,
game nya bagus banget tambahin fitur iclik ya biar tambah estetik,positif,,,,,,
geme nya bagus bang et saya jadi ketagihan main setialhari sampai saya jadi pro dan naik kepangkat tertinggi,positif,,,,,,
game ini bagus grafiknya keren game ini juga punya map crefland aku rekomendasi map yang cocok untuk melatih headshot kita nama map nya pepeng shotonlyi pokoknya bagus deh grafiknya mantap karena,positif,,,,,,
game ini bagus aku suka karena kita bisa punya teman yang banyak dan ada teman mabar,positif,,,,,,
game jelek kadang tidak bisa di tekan dan banyak gangguan nya juga musuh nya tidak setara sama skill kita,negatif,,,,,,
saya kasih bintang soalnya banyak gangguan yang saya tidak suka biasa nya kalau lagi di loby tiba timeout atau jaringan nya kalau masang glowall sering tidak berfungsi kadang kalau baru login hampir semua bundle tidak bisa di unduh padahal terakhir main bisa di pakai mohon di perbaikan ya garena biar gratis fire makin bagus dan tidak buriq amat,positif,,,,,,
ini kok epep kenapa ya tidak bisa login padahal kouta ada jaringan pun lancar aneh banget,positif,,,,,,
suka banget seruu makin banyak pembaruan,positif,,,,,,
garena tolong benerin epep nya masa habis apdet bukannya makin bagus bahkan ngepris tolong segera di perbaiki,positif,,,,,,
game nya rusak dalam satu hari ini aku main pelayanan pelanggan total kalah x total menang x garena tolong kalau memberikan tim tu yang benar jangan di kasih yang bot terus kalau main pelayanan pelanggan capek saya nya sekali musuh seperti ruok,negatif,,,,,,
game nya sanget seru jadi ini game selalu di hati saya,positif,,,,,,
yang imbang dong masa rank saya naik nya sedikit pas mati berkurangnya banyak padahal kil saya di atas terus,negatif,,,,,,
game jelek bngstt signal bagus wifi lancar handphone bukan spek kentang tapi selalu membaca informasi permainan mending tidak usah bikin game kalau tidak bisa menyediakan pelayanan yang bagus buat penggunanya,netral,,,,,,
bagus tapi rada ada gangguan,negatif,,,,,,
minimal kenapa penyakit yang dahulu kok balik lagi sih minimal jaringan sudah bagus buat main game semuanya lancar eh pas buka ep bahkan stuck di loading dan tidak bisa lagi tolong perbaikin dong minimal,negatif,,,,,,
ini game favorit saya dari tahun sampai game ini pokoknya bagus banget buat yang suka game gratisan tapi seru kalau ml burixx tidak ada motor tidak ada mobil kok jonson,positif,,,,,,
kenapa saya pilih bintang karena semakin di abdet ff nya memori saya selalu penuh tidak kayak dahulu dan kalau bisa map peak old di keluar in lagi jangan cuma di mode yang lain di rank juga harus ada map peak,negatif,,,,,,
oi garena jangan cuman diperbarui doank yang dipikirin pantau lah player claa squad rank banyak yang pakai panel dan cit kalau begini terus lama sepi ini game gratis fire,positif,,,,,,
game nya seru walau pun sedikit patah tapi tetap seru buat main,negatif,,,,,,
apalah epep tidak kayak dahulu lagi banyak yang berubah terus sering ngelak mb nya makin gede sering panas juga di handphone kalau bisa garena kurangi gangguan nya terus kurangi mb nya kalau tidak bisa semua itu bakar saja mending main ml dari pada epep semakin taun bukan semakin bagus bahkan semakin jelek,negatif,,,,,,
tapi suka nge bug njir tapi game nya bagus kok,negatif,,,,,,
game iini sangat bagus tapi tolong lagi oas saya login game ini ngeleg apa kah adaa masalah padahal memori saya masih banyak tapi kenapa game ini ngeleg tidak bisa gerak sama sekali,positif,,,,,,
kenapa gratis frie sdha apdet sinyal nya makin burikk taiikk kesal saja sama games nya taiikk,positif,,,,,,
game nya bagus bisa sampai level makanya aku kasih bintang,positif,,,,,,
game apa ini sering ngefreez tiba seperti game grafik tinggi saja game jelek minimal hargain saya seperti masa saya spin apapun tidak dapat game mati mending uninstall ini game jelek meski saya player old tapi waktu saya main tidak begini anj gamenya pesan saya buat garena hargai player old kasih apa yang mereka mau lu itu terlalu pelit saya saja nyepin ngabisin direct message tidak dapat tuh hadiah utama pelit anak asu,negatif,,,,,,
pokoknya bagus sekali saya dari sudah main,negatif,,,,,,
setiap diperbarui semangkin jelek perbaikan yang benar mau login saja susa,negatif,,,,,,
game keren banyak bugnya walau handphone saya kentank tapi tetap kugas game nya sangat enteng dan lancar untuk handphone kentank sepertiku untuk kedepannya semoga menjadi game yang lebih baik,positif,,,,,,
game ini seru dan menyenangkan kalau aku puas biasanya main ini terus aku suka sekali aku main sejak,positif,,,,,,
berharap gratis fire ada karakter baru dan diperbarui besar besaran selanjutnya setelah event sekarang,positif,,,,,,
jelek jelek tidak ada pintu suka lambat tidak jelas padahal memori bagus gj banget yang buat dasar jelek,negatif,,,,,,
game rusak setelah diperbarui lambat parah dan sistem gacha jarang dapat yang permanen trial semua seperti sisa umur developer,negatif,,,,,,
game nya luar biasa cuma peak oldnya sekarang kenapa dihapus,negatif,,,,,,
game sangat jelek grafik jelek suka ngelek padahal handphone saya bisasa saja tidak ngelek sama batre saya masih ramku juga masih sisa gb dan saya atur grafiknya smoth kenapa lagi nya parah banget game jelek,negatif,,,,,,
game nya sangat dan bisa event banyak dan menyenangkan tapi harus perbaikan gangguan di dalam game atau habis apdet,positif,,,,,,
sangat lancar untuk handphone ram tapinram dua otomatis macet,positif,,,,,,
tolong lah di perbaiki kenapa sekarang setelah diperbarui jadi patah apa lagi kalau pas diluar zona aman battle royale patah banget sekarang pdhal sebelum diperbarui tidak tolong segera di perbaiki ini sangat menganggu,negatif,,,,,,
musuh nya gampang tapi kalau rank nya tinggi musuhnya susah,negatif,,,,,,
permainan cepat leg wifi kuning merah walaupun sudah wifi lancar tetap leg ram handphone saya kuat kok leg garena,negatif,,,,,,
bagus banget garena nya pasti lagi baik memberikan aku emot walau pun aku bot,negatif,,,,,,
gem ff ini seru banget dan kita bisa cari pacar di social island dan bucin di social island,negatif,,,,,,
alasannya kenapa aku kasih bintang ya karena kalau kita kill nya dikit naik nya banyak tapi kalau kill nya banyak naik nya dikit tolong kepada garena di bagus akan geme nya sekian terima kasih,negatif,,,,,,
kenapa sih kalau kita pasti dikasih beban padahal kita mvp tapi kok tim nya beban tolong lah garena,negatif,,,,,,
bagus tapi grafik jelek,negatif,,,,,,
sangat membuat saya senang karena menang berturut walaupun saya baru main,netral,,,,,,
bagus sih game nya cuma sering ngeleg sering tidak bisa memilih mode mana saja tolong di perbaiki supaya tidak kayak begitu,negatif,,,,,,
game nya sangat bagus dan grafik nya juga bagus,negatif,,,,,,
masa aku pas aku hapus aku tidak bisa dwolod lagi kenapa pas emb maki besar ya sedangkan aku sudah hapus aplikasi aku tetap tidak bisa dwonlod kalian bisa dwonlod tidak,negatif,,,,,,
setelah diperbarui jaringan nya sangat jelek dan buruk saya tidak suka selalu lambat padahal saya sudah pakai wifi yang bagus,negatif,,,,,,
saya kalau ain suka ngeleg padahal saya wifi nya bagus sinyalnya ff nya saja yang jelek saran saya epep ini bayar saja garena tidak jelas memeng,negatif,,,,,,
geme nya sangat bagus sekali saya jadi suka main gem ff,netral,,,,,,
game yang bagus seru dan enak buat main tapi ada satu kendala habis diperbarui ff selalu terkena double touch,negatif,,,,,,
minimal tolong perbaikan ff saya sedang rusak kalau main baru rank dan pelayanan pelanggan rank tidak bisa minimal tolong di perbaikan ya minimal,negatif,,,,,,
game nya sangat bag us tapi aku mau peak old kembali tolong,positif,,,,,,
oi garena lu dari dahulu tidak pernah membenerin gangguan damage diperbarui terus gangguan tidak di urus diperbarui elit benerin gangguan sulit sudah elite fass di hapus aneh memang,negatif,,,,,,
ini game kenapa sih tadi malam pas di coba bisa match sekarang bahkan tidak bisa di mainin padahal sisa ram saya masih banyak dan wifi saya bagus sinyal nya,negatif,,,,,,
delay gangguan damage jaringan tidak stabil sekarang aangat gampang untuk memiliki rank tinggi buatlah sistem rank seperti sebelum ada revival,negatif,,,,,,
walaupun sering di bilang jelek seru kok pas main bisa tekan bisa pepeng pilihan nya juga banyak makanya gc unduh,negatif,,,,,,
sangat seru ini adalah gem paporit saya gem ya sangat bagus,negatif,,,,,,
gamenya bagus dari segi konsep skin desain baju tapi gameplaynya ff ini tidak adil banget masa yang bisa main cuma aku terus timku dikasih yang newbie semua sedangkan musuhnya saja pada jago yang benar saja dong ff tolong dibenerin matchmakingnya yang rata lah,negatif,,,,,,
game sangat bagus untuk bermain di waktu kosong dan dapat menaikan pangkat rank untuk menunjukan skil kepada pemain lain dan dapat bertanding dengan teman maupun pemain lain,positif,,,,,,
gangguan nya tolong di perbaikan lah,negatif,,,,,,
game nya tidak seru lagi tidak kayak dahulu lagi dan kembalikan peak yang dahulu,negatif,,,,,,
tidak apa apa ff jelek yang penting bisa main,negatif,,,,,,
garena tolong perbaikan sistem akun akunku hilang padahal bagus loh level,negatif,,,,,,
woi bang mending lu ilangin saja sudah kartu sobek di token tower lu soal mesahkan anj kesel banget saya dapat kartu sampah itu mulu setiap gacha dapat kartu sobek mulu anj akan jadi rugi saya mending seperti kemarin lah kalau begini saya jadi malas gacha atau top up lagi,negatif,,,,,,
maaf kenapa saya beri bintang tiga karena saya tidak bisa masuk ke ff nya tolong di perbaikan saya pohon saya mau main ff lagi,negatif,,,,,,
tolong dong garena perbaikan kecepatan unduhan data dalam sumber daya dalam game masa iya saya mengunduh kecepatannya cuman dibatasi kb s padahal koneksi saya lancar dan stabil loh bagaimana ini garena,positif,,,,,,
aplikasi yang bagus untuk di mainkan karena aplikasi ini bisa di atur sasuai dangaen saya,negatif,,,,,,
pas main pelayanan pelanggan tim nya bot tapi di tim musuh jago bodoh,positif,,,,,,
kenapa saya main selalu ngelek jaringan padahal handphone saya ram,positif,,,,,,
untuk performa game tolong di tingkatkan lagi soalnya di in game masih lambat tolong kembalikan fitur yang dahulu yaitu kalau sudah di nonaktifkan otomatis unduh ya sudah jangan di unduh data nya kalau sekarang sudah di matikan otomatis unduh pas mau main mode apa begitu ke unduh sendiri dan tolong juga kalau ada orang yang afk tolong kurangin honornya misal sekali afk honornya begitu jangan sedikit kalau mengurangi honornya satu lagi saya sudah nurunin grafik jadi smooth masih saja lambat,positif,,,,,,
makin kesini tambah banyak bugnya mic kadang error,negatif,,,,,,
game elit jaringan sulit,positif,,,,,,
mic sering gangguan damage tidak masuk tolong di perbaikan ya,negatif,,,,,,
saya suka banget game ini saya sudah maen tahun tidak ada nge lagsecinta itu saya sama ff,positif,,,,,,
kenapa magazine ar di hapus padahal itu item bagus kecewa sekali lah sama garena setelah diperbarui terbaru ini,negatif,,,,,,
aku mewakili dari pelayar saparu tolong lah suara mobil yang bersekin di bagusin jgan kuya suara kalian,positif,,,,,,
ff game yang jelek bit tapi saya suka saya kasih bintang kalau bisaa,netral,,,,,,
game jelek diperbarui sekarang nambah buruk sinyal bagus dibilang jelek diperbarui tambah tidak jelas,negatif,,,,,,
sangat bagus sekali untuk anak kecil,negatif,,,,,,
main epep sih seru banget tapi boleh tidak garena kasih aku diamond soal nya saya top up cuma sehari saja sudah habis itu tidak top up lagi aku mohonn banget ya garena,positif,,,,,,
garena pelit banget sih saya sudah boyah bahkan dapat skor terus dapat tim beban semua apalagi main pelayanan pelanggan rank beban semua pantes banyak yang pindah ke honor of kings makin rusak saja ini game sudah kil dapat skor game jelek mending hapus saja ff game gagal event terus pada keluar tapi game nya jelek pelit lagi memberikan skornya garena mending hapus saja game nya dapat tim tidak ada yang benar niat bikin game tidak sih map parkour pada susah banget tidak ada yang gampang apa tidak guna terus di diperbarui,negatif,,,,,,
