ulasan_clean,sentimen
ini game favorit saya dari tahun sampai game ini pokoknya bagus banget buat yang suka game gratisan tapi seru kalau ml burixx tidak ada motor tidak ada mobil kok jonson,1
kenapa saya pilih bintang karena semakin di abdet ff nya memori saya selalu penuh tidak kayak dahulu dan kalau bisa map peak old di keluar in lagi jangan cuma di mode yang lain di rank juga harus ada map peak,-1
oi garena jangan cuman diperbarui doank yang dipikirin pantau lah player claa squad rank banyak yang pakai panel dan cit kalau begini terus lama sepi ini game gratis fire,1
game nya seru walau pun sedikit patah tapi tetap seru buat main,-1
apalah epep tidak kayak dahulu lagi banyak yang berubah terus sering ngelak mb nya makin gede sering panas juga di handphone kalau bisa garena kurangi bug nya terus kurangi mb nya kalau tidak bisa semua itu bakar saja mending main ml dari pada epep semakin taun bukan semakin bagus bahkan semakin burik,-1
tapi suka nge bug njir tapi game nya bagus kok,-1
game iini sangat bagus tapi tolong lagi oas saya login game ini ngeleg apa kah adaa masalah padahal memori saya masih banyak tapi kenapa game ini ngeleg tidak bisa gerak sama sekali,1
kenapa gratis frie sdha apdet sinyal nya makin burikk taiikk kesal saja sama games nya taiikk,1
game nya bagus bisa sampai level makanya aku kasih bintang,1
game apa ini sering ngefreez tiba seperti game grafik tinggi saja game burik minimal hargain saya seperti masa saya spin apapun tidak dapat game mati mending uninstall ini game burik meski saya player old tapi waktu saya main tidak begini anj gamenya pesan saya buat garena hargai player old kasih apa yang mereka mau lu itu terlalu pelit saya saja nyepin ngabisin direct message tidak dapat tuh hadiah utama pelit anak asu,1
pokoknya bagus sekali saya dari sudah main,-1
setiap diperbarui semangkin burik perbaikan yang benar mau login saja susa,1
game keren banyak bugnya walau handphone saya kentank tapi tetap kugas game nya sangat enteng dan lancar untuk handphone kentank sepertiku untuk kedepannya semoga menjadi game yang lebih baik,1
game ini seru dan menyenangkan kalau aku puas biasanya main ini terus aku suka sekali aku main sejak,1
berharap gratis fire ada karakter baru dan diperbarui besar besaran selanjutnya setelah event sekarang,1
jelek burik tidak ada pintu suka lambat tidak jelas padahal memori bagus gj banget yang buat dasar jelek,-1
game rusak setelah diperbarui lambat parah dan sistem gacha jarang dapat yang permanen trial semua seperti sisa umur developer,-1
game nya luar biasa cuma peak oldnya sekarang kenapa dihapus,-1
game sangat jelek grafik burik suka ngelek padahal handphone saya bisasa saja tidak ngelek sama batre saya masih ramku juga masih sisa gb dan saya atur grafiknya smoth kenapa lagi nya parah banget game burik,-1
game nya sangat dan bisa event banyak dan menyenangkan tapi harus perbaikan bug di dalam game atau habis apdet,1
sangat lancar untuk handphone ram tapinram dua otomatis macet,1
tolong lah di perbaiki kenapa sekarang setelah diperbarui jadi patah apa lagi kalau pas diluar zona aman battle royale patah banget sekarang pdhal sebelum diperbarui tidak tolong segera di perbaiki ini sangat menganggu,-1
musuh nya gampang tapi kalau rank nya tinggi musuhnya susah,-1
permainan cepat leg wifi kuning merah walaupun sudah wifi lancar tetap leg ram handphone saya kuat kok leg garena,-1
bagus banget garena nya pasti lagi baik memberikan aku emot walau pun aku bot,-1
gem ff ini seru banget dan kita bisa cari pacar di social island dan bucin di social island,-1
alasannya kenapa aku kasih bintang ya karena kalau kita kill nya dikit naik nya banyak tapi kalau kill nya banyak naik nya dikit tolong kepada garena di bagus akan geme nya sekian terima kasih,-1
kenapa sih kalau kita pasti dikasih beban padahal kita mvp tapi kok tim nya beban tolong lah garena,-1
bagus tapi grafik jelek,-1
bagus sih game nya cuma sering ngeleg sering tidak bisa memilih mode mana saja tolong di perbaiki supaya tidak kayak begitu,-1
game nya sangat bagus dan grafik nya juga bagus,-1
masa aku pas aku hapus aku tidak bisa dwolod lagi kenapa pas emb maki besar ya sedangkan aku sudah hapus aplikasi aku tetap tidak bisa dwonlod kalian bisa dwonlod tidak,-1
setelah diperbarui jaringan nya sangat jelek dan buruk saya tidak suka selalu lambat padahal saya sudah pakai wifi yang bagus,-1
saya kalau ain suka ngeleg padahal saya wifi nya bagus sinyalnya ff nya saja yang burik saran saya epep ini bayar saja garena tidak jelas memeng,-1
game yang bagus seru dan enak buat main tapi ada satu kendala habis diperbarui ff selalu terkena double touch,-1
minimal tolong perbaikan ff saya sedang rusak kalau main baru rank dan pelayanan pelanggan rank tidak bisa minimal tolong di perbaikan ya minimal,-1
game nya sangat bag us tapi aku mau peak old kembali tolong,1
oi garena lu dari dahulu tidak pernah membenerin bug damage diperbarui terus bug tidak di urus diperbarui elit benerin bug sulit sudah elite fass di hapus aneh memang,1
ini game kenapa sih tadi malam pas di coba bisa match sekarang bahkan tidak bisa di mainin padahal sisa ram saya masih banyak dan wifi saya bagus sinyal nya,-1
delay bug damage jaringan tidak stabil sekarang aangat gampang untuk memiliki rank tinggi buatlah sistem rank seperti sebelum ada revival,1
walaupun sering di bilang burik seru kok pas main bisa tekan bisa pepeng pilihan nya juga banyak makanya gc unduh,-1
sangat seru ini adalah gem paporit saya gem ya sangat bagus,-1
gamenya bagus dari segi konsep skin desain baju tapi gameplaynya ff ini tidak adil banget masa yang bisa main cuma aku terus timku dikasih yang newbie semua sedangkan musuhnya saja pada jago yang benar saja dong ff tolong dibenerin matchmakingnya yang rata lah,-1
game sangat bagus untuk bermain di waktu kosong dan dapat menaikan pangkat rank untuk menunjukan skil kepada pemain lain dan dapat bertanding dengan teman maupun pemain lain,1
bug nya tolong di perbaikan lah,1
game nya tidak seru lagi tidak kayak dahulu lagi dan kembalikan peak yang dahulu,-1
garena tolong perbaikan sistem akun akunku hilang padahal bagus loh level,-1
woi bang mending lu ilangin saja sudah kartu sobek di token tower lu soal mesahkan anj kesel banget saya dapat kartu sampah itu mulu setiap gacha dapat kartu sobek mulu anj akan jadi rugi saya mending seperti kemarin lah kalau begini saya jadi malas gacha atau top up lagi,-1
maaf kenapa saya beri bintang tiga karena saya tidak bisa masuk ke ff nya tolong di perbaikan saya pohon saya mau main ff lagi,-1
tolong dong garena perbaikan kecepatan unduhan data dalam sumber daya dalam game masa iya saya mengunduh kecepatannya cuman dibatasi kb s padahal koneksi saya lancar dan stabil loh bagaimana ini garena,1
aplikasi yang bagus untuk di mainkan karena aplikasi ini bisa di atur sasuai dangaen saya,-1
pas main pelayanan pelanggan tim nya bot tapi di tim musuh jago bodoh,1
kenapa saya main selalu ngelek jaringan padahal handphone saya ram,1
untuk performa game tolong di tingkatkan lagi soalnya di in game masih lambat tolong kembalikan fitur yang dahulu yaitu kalau sudah di nonaktifkan otomatis unduh ya sudah jangan di unduh data nya kalau sekarang sudah di matikan otomatis unduh pas mau main mode apa begitu ke unduh sendiri dan tolong juga kalau ada orang yang afk tolong kurangin honornya misal sekali afk honornya begitu jangan sedikit kalau mengurangi honornya satu lagi saya sudah nurunin grafik jadi smooth masih saja lambat,1
makin kesini tambah banyak bugnya mic kadang error,-1
game elit jaringan sulit,1
saya suka banget game ini saya sudah maen tahun tidak ada nge lagsecinta itu saya sama ff,1
kenapa magazine ar di hapus padahal itu item bagus kecewa sekali lah sama garena setelah diperbarui terbaru ini,-1
aku mewakili dari pelayar saparu tolong lah suara mobil yang bersekin di bagusin jgan kuya suara kalian,1
ff game yang burik bit tapi saya suka saya kasih bintang kalau bisaa,1
game burik diperbarui sekarang nambah buruk sinyal bagus dibilang jelek diperbarui tambah tidak jelas,-1
sangat bagus sekali untuk anak kecil,-1
main epep sih seru banget tapi boleh tidak garena kasih aku diamond soal nya saya top up cuma sehari saja sudah habis itu tidak top up lagi aku mohonn banget ya garena,1
garena pelit banget sih saya sudah boyah bahkan dapat skor terus dapat tim beban semua apalagi main pelayanan pelanggan rank beban semua pantes banyak yang pindah ke honor of kings makin rusak saja ini game sudah kil dapat skor game burik mending hapus saja ff game gagal event terus pada keluar tapi game nya burik pelit lagi memberikan skornya garena mending hapus saja game nya dapat tim tidak ada yang benar niat bikin game tidak sih map parkour pada susah banget tidak ada yang gampang apa tidak guna terus di diperbarui,-1
ini kenapa kok pas aku punya rank token terus saya beli baju nya kok tidak ada,1
kenapa tidak bisa main rank ataupun pelayanan pelanggan ya setiap mau main pasti kembali ke loby,1
napa sudah di server indo spin harus bayar to win di banget ini lagi spin baju terisisa loot bandel sama crystal spin diamon yang di kasih crystal jadi frustasi dari dahulu sampai sekarang tetap saja seperti begini harus pakai uang banget buat mendapatkan skin saja di server luar spin nya ada loot kalu tidak bandel pentongan kayu dan peti mati ini di server indo crstal x crstal x setiap ngespin pasti bandel nya yang terakhir ya begini banyak player pada pensi jual akun sudah lah capek ?,-1
game terbaik sepanjang masa dinobatkan game terbaik di dunia dan game paling legend,1
bang garena tolong bang benerin gem nya aku dari tadi push guild wars point nya tidak naik bng tolong lah bng,1
maaf sebelumnya tolong samakan sakitnya senjata yang pakai skin dan non skin biar semua kalangan player merasa nyaman cukup skin saja yang beda tapi jangan sama rasanya,-1
tolong garena gamenya sudah bagus tapi saya sudah losetrak x,-1
tidak jelas banget sinyal tiba leg padahal jaringan bagus kalau saya yang hedsot musuh tidak mati kalau musuh yang hedsot saya langsung mati tidak jelas,-1
tolong kalau signal nya bagus jangan dingelekin kalau sudah di perbaiki aku kasih bintang,1
bagus dan menghibur cuma makin kesini game nya makin banget lo minimal,-1
agak seru tapi nge bug terus mohon developer di perbaiki lagi,1
geme tidak jelas sudah mau naik heroik dapat tim lol terus sedangkan musuh jagoo,-1
aku sangat senang dan apdet juga jadi lebih bagus dari apdet sebelumnya,-1
cuaca ya kurang bagus tolong di perbarui,-1
tolonglah perbaikan game kami jaringan bagus pas main bahkan jaringan ngg bagus it yang buat kami jadi malas main sama game ini,1
game gj masih banyak bug masa di seluncuran es saya tidak bisa nembak musuh padahal sudah kena itu saya pakai senjata ar bug damage lagi bug damage lagi game bikin stress,-1
game sepi banyak cheat apalagi mau cht selalu ada pelanggaran tidak seru ff tidak seperti dahulu bebs cht minimal seperti pubg bisa bicara sama musuh di mode pelayanan pelanggan rank squad,-1
game tolol lagi main castom tiba keluar memang tidak usah di memasang gam burik,1
mantap suka saya game ini sudah main dari alhamdulillah akun saya masih ada sampai sekarang,1
gamenya sudah bagus cuma untuk web event crystal royale tidak bisa setiap mau masuk layarnya hitam mulu ke website sama saja tolong untuk di fix lagi kalau sudah saya kasih bintang deh,-1
bintangnya ilangin garena sekarang sesuka hatinya sendiri memang dasar game rusak kontoll,1
zona nya kurang cpet kcil bg garena jadi susah cari musuh nya,-1
game ini seruu banget bisa mabar lagi apa lagi ada event bagus,1
pelis jangan di hapus tahun aku suka banget dengan gemes gratis fire aku suka main gemes ini pelis,1
dahulu saya main sampai season dan sekarang pensiun karena ada bug yang membuat saya risih yaitu bug jaringan karena biasanya saya main oke saja tapi setelah diperbarui bahkan nge lagi lo padahal sebelum diperbarui tidak nge lagi dan pakai wifi yang sama sekian dan terima kasih,1
bagus banget geme nya juga seru tapi pemain nya agak kasar,-1
tampilan makin bagus tapi speak nya jelek masak iya akun kita di kaitkan dengan chit harus nya garena bisa melihat akun cheat itu seperti apa kalau kayak begini makin malas maen ff sudah lah cukup bintang saja,-1
game nya bagus tapi kenapa tidak bisa on mic ya atau game nya rusak,1
oii epep kenapa sudah map nya bermuda terus tidak rolling seperti dulu lu napa sudah saya muak bermuda terus ayolah rollig lah seperti dulu,-1
semejak diperbarui map bermuda bikin mata sakit terlalu berwarna tolong kembali akan seperti biasa,-1
kenapa sih tiap ada musuh atau lagi war tiba lambat tidak jelas padahal sinyal bagus fps aman saja tapi kenapa harus lambat dahulu habis lambat sinyal normal lagi bahkan tiba mati ngerugiin bat masih mending kalau ada bintang proteksi karena lagi atau apa ini sama tidak ada nyusahin tolong perbaikin,-1
game lolot di perbarui bukannya tambah lancarr bahkan patah taukan alasan kenapa gamenya sepi lu diperbarui cuman pentingin grafik ege lu tidak mikirin orang yang handphone nya kentang sudahlah mana jaringannya jelek giliran main game lain lancarr intinya epep sekarang makin kayak kontoi,-1
tolong aplikasi yang lama di tampilkan lagi agar kami dapat unduh aplikasi yang ini kurang bagus bikin susah pening aku,-1
epep yang terbaik tapi kok nomor terus ya di play store padahal rating ff lebih banyak ulasan juga dan yang unduh pun m tapi kok nomor ya sekian dari saya kerja hangus,1
kalah di csr masih dapat bintang game mantap rek tidak kayak game moba sebelah,-1
logic dikit lah garena im gowa merah musuh tidak mati padahal sinyal saya bagus dan juga memberikan lawan ngotak dikit lah masa lawan saya jago semua padahal baru hero,-1
pengalaman paling buruk karena habis di unduh bahkan error ketika login tidak jelas banget bikin paket internet saya hilang saja padahal jaringan bagus tidak bisa tolong di perbaikan edit sudah berapa kali saya login ulang masih sama bikin kesal saja ini aplikasi sampah kayaknya aplikasi kalian terus error,-1
